"","Date","State","Gender","Legal","Indigenous","Count"
"169",2005-09-01,"TAS","Female","Remanded","ATSI",3
"170",2005-09-01,"TAS","Female","Remanded","Non-ATSI",7
"171",2005-09-01,"TAS","Female","Sentenced","ATSI",3
"172",2005-09-01,"TAS","Female","Sentenced","Non-ATSI",18
"173",2005-09-01,"TAS","Male","Remanded","ATSI",20
"174",2005-09-01,"TAS","Male","Remanded","Non-ATSI",95
"175",2005-09-01,"TAS","Male","Sentenced","ATSI",45
"176",2005-09-01,"TAS","Male","Sentenced","Non-ATSI",338
"177",2005-09-01,"VIC","Female","Remanded","ATSI",6
"178",2005-09-01,"VIC","Female","Remanded","Non-ATSI",53
"179",2005-09-01,"VIC","Female","Sentenced","ATSI",15
"180",2005-09-01,"VIC","Female","Sentenced","Non-ATSI",183
"181",2005-09-01,"VIC","Male","Remanded","ATSI",43
"182",2005-09-01,"VIC","Male","Remanded","Non-ATSI",550
"183",2005-09-01,"VIC","Male","Sentenced","ATSI",146
"184",2005-09-01,"VIC","Male","Sentenced","Non-ATSI",2682
"185",2005-09-01,"WA","Female","Remanded","ATSI",28
"186",2005-09-01,"WA","Female","Remanded","Non-ATSI",21
"187",2005-09-01,"WA","Female","Sentenced","ATSI",99
"188",2005-09-01,"WA","Female","Sentenced","Non-ATSI",102
"189",2005-09-01,"WA","Male","Remanded","ATSI",178
"190",2005-09-01,"WA","Male","Remanded","Non-ATSI",326
"191",2005-09-01,"WA","Male","Sentenced","ATSI",1070
"192",2005-09-01,"WA","Male","Sentenced","Non-ATSI",1592
"193",2005-12-01,"ACT","Female","Remanded","ATSI",0
"194",2005-12-01,"ACT","Female","Remanded","Non-ATSI",4
"195",2005-12-01,"ACT","Female","Sentenced","ATSI",0
"196",2005-12-01,"ACT","Female","Sentenced","Non-ATSI",8
"197",2005-12-01,"ACT","Male","Remanded","ATSI",9
"198",2005-12-01,"ACT","Male","Remanded","Non-ATSI",54
"199",2005-12-01,"ACT","Male","Sentenced","ATSI",3
"200",2005-12-01,"ACT","Male","Sentenced","Non-ATSI",126
"201",2005-12-01,"NSW","Female","Remanded","ATSI",48
"202",2005-12-01,"NSW","Female","Remanded","Non-ATSI",124
"203",2005-12-01,"NSW","Female","Sentenced","ATSI",129
"204",2005-12-01,"NSW","Female","Sentenced","Non-ATSI",328
"205",2005-12-01,"NSW","Male","Remanded","ATSI",334
"206",2005-12-01,"NSW","Male","Remanded","Non-ATSI",1526
"207",2005-12-01,"NSW","Male","Sentenced","ATSI",1243
"208",2005-12-01,"NSW","Male","Sentenced","Non-ATSI",5259
"209",2005-12-01,"NT","Female","Remanded","ATSI",7
"210",2005-12-01,"NT","Female","Remanded","Non-ATSI",3
"211",2005-12-01,"NT","Female","Sentenced","ATSI",12
"212",2005-12-01,"NT","Female","Sentenced","Non-ATSI",4
"213",2005-12-01,"NT","Male","Remanded","ATSI",96
"214",2005-12-01,"NT","Male","Remanded","Non-ATSI",29
"215",2005-12-01,"NT","Male","Sentenced","ATSI",490
"216",2005-12-01,"NT","Male","Sentenced","Non-ATSI",119
"217",2005-12-01,"QLD","Female","Remanded","ATSI",22
"218",2005-12-01,"QLD","Female","Remanded","Non-ATSI",59
"219",2005-12-01,"QLD","Female","Sentenced","ATSI",86
"220",2005-12-01,"QLD","Female","Sentenced","Non-ATSI",204
"221",2005-12-01,"QLD","Male","Remanded","ATSI",233
"222",2005-12-01,"QLD","Male","Remanded","Non-ATSI",752
"223",2005-12-01,"QLD","Male","Sentenced","ATSI",1032
"224",2005-12-01,"QLD","Male","Sentenced","Non-ATSI",2933
"225",2005-12-01,"SA","Female","Remanded","ATSI",12
"226",2005-12-01,"SA","Female","Remanded","Non-ATSI",32
"227",2005-12-01,"SA","Female","Sentenced","ATSI",16
"228",2005-12-01,"SA","Female","Sentenced","Non-ATSI",42
"229",2005-12-01,"SA","Male","Remanded","ATSI",112
"230",2005-12-01,"SA","Male","Remanded","Non-ATSI",392
"231",2005-12-01,"SA","Male","Sentenced","ATSI",170
"232",2005-12-01,"SA","Male","Sentenced","Non-ATSI",780
"233",2005-12-01,"TAS","Female","Remanded","ATSI",2
"234",2005-12-01,"TAS","Female","Remanded","Non-ATSI",10
"235",2005-12-01,"TAS","Female","Sentenced","ATSI",6
"236",2005-12-01,"TAS","Female","Sentenced","Non-ATSI",17
"237",2005-12-01,"TAS","Male","Remanded","ATSI",16
"238",2005-12-01,"TAS","Male","Remanded","Non-ATSI",86
"239",2005-12-01,"TAS","Male","Sentenced","ATSI",51
"240",2005-12-01,"TAS","Male","Sentenced","Non-ATSI",331
"241",2005-12-01,"VIC","Female","Remanded","ATSI",5
"242",2005-12-01,"VIC","Female","Remanded","Non-ATSI",49
"243",2005-12-01,"VIC","Female","Sentenced","ATSI",12
"244",2005-12-01,"VIC","Female","Sentenced","Non-ATSI",176
"245",2005-12-01,"VIC","Male","Remanded","ATSI",41
"246",2005-12-01,"VIC","Male","Remanded","Non-ATSI",561
"247",2005-12-01,"VIC","Male","Sentenced","ATSI",147
"248",2005-12-01,"VIC","Male","Sentenced","Non-ATSI",2658
"249",2005-12-01,"WA","Female","Remanded","ATSI",19
"250",2005-12-01,"WA","Female","Remanded","Non-ATSI",24
"251",2005-12-01,"WA","Female","Sentenced","ATSI",97
"252",2005-12-01,"WA","Female","Sentenced","Non-ATSI",96
"253",2005-12-01,"WA","Male","Remanded","ATSI",181
"254",2005-12-01,"WA","Male","Remanded","Non-ATSI",307
"255",2005-12-01,"WA","Male","Sentenced","ATSI",1049
"256",2005-12-01,"WA","Male","Sentenced","Non-ATSI",1620
"257",2006-03-01,"ACT","Female","Remanded","ATSI",1
"258",2006-03-01,"ACT","Female","Remanded","Non-ATSI",3
"259",2006-03-01,"ACT","Female","Sentenced","ATSI",0
"260",2006-03-01,"ACT","Female","Sentenced","Non-ATSI",9
"261",2006-03-01,"ACT","Male","Remanded","ATSI",12
"262",2006-03-01,"ACT","Male","Remanded","Non-ATSI",48
"263",2006-03-01,"ACT","Male","Sentenced","ATSI",1
"264",2006-03-01,"ACT","Male","Sentenced","Non-ATSI",116
"265",2006-03-01,"NSW","Female","Remanded","ATSI",55
"266",2006-03-01,"NSW","Female","Remanded","Non-ATSI",136
"267",2006-03-01,"NSW","Female","Sentenced","ATSI",120
"268",2006-03-01,"NSW","Female","Sentenced","Non-ATSI",332
"269",2006-03-01,"NSW","Male","Remanded","ATSI",391
"270",2006-03-01,"NSW","Male","Remanded","Non-ATSI",1576
"271",2006-03-01,"NSW","Male","Sentenced","ATSI",1278
"272",2006-03-01,"NSW","Male","Sentenced","Non-ATSI",5215
"273",2006-03-01,"NT","Female","Remanded","ATSI",9
"274",2006-03-01,"NT","Female","Remanded","Non-ATSI",3
"275",2006-03-01,"NT","Female","Sentenced","ATSI",14
"276",2006-03-01,"NT","Female","Sentenced","Non-ATSI",3
"277",2006-03-01,"NT","Male","Remanded","ATSI",119
"278",2006-03-01,"NT","Male","Remanded","Non-ATSI",22
"279",2006-03-01,"NT","Male","Sentenced","ATSI",517
"280",2006-03-01,"NT","Male","Sentenced","Non-ATSI",119
"281",2006-03-01,"QLD","Female","Remanded","ATSI",20
"282",2006-03-01,"QLD","Female","Remanded","Non-ATSI",60
"283",2006-03-01,"QLD","Female","Sentenced","ATSI",79
"284",2006-03-01,"QLD","Female","Sentenced","Non-ATSI",206
"285",2006-03-01,"QLD","Male","Remanded","ATSI",270
"286",2006-03-01,"QLD","Male","Remanded","Non-ATSI",768
"287",2006-03-01,"QLD","Male","Sentenced","ATSI",1081
"288",2006-03-01,"QLD","Male","Sentenced","Non-ATSI",2939
"289",2006-03-01,"SA","Female","Remanded","ATSI",13
"290",2006-03-01,"SA","Female","Remanded","Non-ATSI",28
"291",2006-03-01,"SA","Female","Sentenced","ATSI",15
"292",2006-03-01,"SA","Female","Sentenced","Non-ATSI",45
"293",2006-03-01,"SA","Male","Remanded","ATSI",100
"294",2006-03-01,"SA","Male","Remanded","Non-ATSI",381
"295",2006-03-01,"SA","Male","Sentenced","ATSI",162
"296",2006-03-01,"SA","Male","Sentenced","Non-ATSI",792
"297",2006-03-01,"TAS","Female","Remanded","ATSI",4
"298",2006-03-01,"TAS","Female","Remanded","Non-ATSI",7
"299",2006-03-01,"TAS","Female","Sentenced","ATSI",3
"300",2006-03-01,"TAS","Female","Sentenced","Non-ATSI",19
"301",2006-03-01,"TAS","Male","Remanded","ATSI",12
"302",2006-03-01,"TAS","Male","Remanded","Non-ATSI",77
"303",2006-03-01,"TAS","Male","Sentenced","ATSI",38
"304",2006-03-01,"TAS","Male","Sentenced","Non-ATSI",316
"305",2006-03-01,"VIC","Female","Remanded","ATSI",4
"306",2006-03-01,"VIC","Female","Remanded","Non-ATSI",46
"307",2006-03-01,"VIC","Female","Sentenced","ATSI",8
"308",2006-03-01,"VIC","Female","Sentenced","Non-ATSI",160
"309",2006-03-01,"VIC","Male","Remanded","ATSI",39
"310",2006-03-01,"VIC","Male","Remanded","Non-ATSI",566
"311",2006-03-01,"VIC","Male","Sentenced","ATSI",151
"312",2006-03-01,"VIC","Male","Sentenced","Non-ATSI",2582
"313",2006-03-01,"WA","Female","Remanded","ATSI",29
"314",2006-03-01,"WA","Female","Remanded","Non-ATSI",24
"315",2006-03-01,"WA","Female","Sentenced","ATSI",96
"316",2006-03-01,"WA","Female","Sentenced","Non-ATSI",98
"317",2006-03-01,"WA","Male","Remanded","ATSI",214
"318",2006-03-01,"WA","Male","Remanded","Non-ATSI",316
"319",2006-03-01,"WA","Male","Sentenced","ATSI",1013
"320",2006-03-01,"WA","Male","Sentenced","Non-ATSI",1644
"321",2006-06-01,"ACT","Female","Remanded","ATSI",1
"322",2006-06-01,"ACT","Female","Remanded","Non-ATSI",5
"323",2006-06-01,"ACT","Female","Sentenced","ATSI",0
"324",2006-06-01,"ACT","Female","Sentenced","Non-ATSI",9
"325",2006-06-01,"ACT","Male","Remanded","ATSI",9
"326",2006-06-01,"ACT","Male","Remanded","Non-ATSI",56
"327",2006-06-01,"ACT","Male","Sentenced","ATSI",9
"328",2006-06-01,"ACT","Male","Sentenced","Non-ATSI",101
"329",2006-06-01,"NSW","Female","Remanded","ATSI",53
"330",2006-06-01,"NSW","Female","Remanded","Non-ATSI",141
"331",2006-06-01,"NSW","Female","Sentenced","ATSI",137
"332",2006-06-01,"NSW","Female","Sentenced","Non-ATSI",326
"333",2006-06-01,"NSW","Male","Remanded","ATSI",402
"334",2006-06-01,"NSW","Male","Remanded","Non-ATSI",1603
"335",2006-06-01,"NSW","Male","Sentenced","ATSI",1332
"336",2006-06-01,"NSW","Male","Sentenced","Non-ATSI",5262
"337",2006-06-01,"NT","Female","Remanded","ATSI",11
"338",2006-06-01,"NT","Female","Remanded","Non-ATSI",2
"339",2006-06-01,"NT","Female","Sentenced","ATSI",14
"340",2006-06-01,"NT","Female","Sentenced","Non-ATSI",6
"341",2006-06-01,"NT","Male","Remanded","ATSI",121
"342",2006-06-01,"NT","Male","Remanded","Non-ATSI",19
"343",2006-06-01,"NT","Male","Sentenced","ATSI",530
"344",2006-06-01,"NT","Male","Sentenced","Non-ATSI",113
"345",2006-06-01,"QLD","Female","Remanded","ATSI",22
"346",2006-06-01,"QLD","Female","Remanded","Non-ATSI",60
"347",2006-06-01,"QLD","Female","Sentenced","ATSI",91
"348",2006-06-01,"QLD","Female","Sentenced","Non-ATSI",207
"349",2006-06-01,"QLD","Male","Remanded","ATSI",256
"350",2006-06-01,"QLD","Male","Remanded","Non-ATSI",828
"351",2006-06-01,"QLD","Male","Sentenced","ATSI",1125
"352",2006-06-01,"QLD","Male","Sentenced","Non-ATSI",2938
"353",2006-06-01,"SA","Female","Remanded","ATSI",9
"354",2006-06-01,"SA","Female","Remanded","Non-ATSI",28
"355",2006-06-01,"SA","Female","Sentenced","ATSI",15
"356",2006-06-01,"SA","Female","Sentenced","Non-ATSI",49
"357",2006-06-01,"SA","Male","Remanded","ATSI",113
"358",2006-06-01,"SA","Male","Remanded","Non-ATSI",412
"359",2006-06-01,"SA","Male","Sentenced","ATSI",169
"360",2006-06-01,"SA","Male","Sentenced","Non-ATSI",781
"361",2006-06-01,"TAS","Female","Remanded","ATSI",2
"362",2006-06-01,"TAS","Female","Remanded","Non-ATSI",7
"363",2006-06-01,"TAS","Female","Sentenced","ATSI",5
"364",2006-06-01,"TAS","Female","Sentenced","Non-ATSI",24
"365",2006-06-01,"TAS","Male","Remanded","ATSI",15
"366",2006-06-01,"TAS","Male","Remanded","Non-ATSI",97
"367",2006-06-01,"TAS","Male","Sentenced","ATSI",36
"368",2006-06-01,"TAS","Male","Sentenced","Non-ATSI",317
"369",2006-06-01,"VIC","Female","Remanded","ATSI",5
"370",2006-06-01,"VIC","Female","Remanded","Non-ATSI",42
"371",2006-06-01,"VIC","Female","Sentenced","ATSI",8
"372",2006-06-01,"VIC","Female","Sentenced","Non-ATSI",170
"373",2006-06-01,"VIC","Male","Remanded","ATSI",40
"374",2006-06-01,"VIC","Male","Remanded","Non-ATSI",557
"375",2006-06-01,"VIC","Male","Sentenced","ATSI",157
"376",2006-06-01,"VIC","Male","Sentenced","Non-ATSI",2692
"377",2006-06-01,"WA","Female","Remanded","ATSI",31
"378",2006-06-01,"WA","Female","Remanded","Non-ATSI",22
"379",2006-06-01,"WA","Female","Sentenced","ATSI",101
"380",2006-06-01,"WA","Female","Sentenced","Non-ATSI",94
"381",2006-06-01,"WA","Male","Remanded","ATSI",213
"382",2006-06-01,"WA","Male","Remanded","Non-ATSI",331
"383",2006-06-01,"WA","Male","Sentenced","ATSI",1052
"384",2006-06-01,"WA","Male","Sentenced","Non-ATSI",1634
"385",2006-09-01,"ACT","Female","Remanded","ATSI",1
"386",2006-09-01,"ACT","Female","Remanded","Non-ATSI",8
"387",2006-09-01,"ACT","Female","Sentenced","ATSI",0
"388",2006-09-01,"ACT","Female","Sentenced","Non-ATSI",4
"389",2006-09-01,"ACT","Male","Remanded","ATSI",8
"390",2006-09-01,"ACT","Male","Remanded","Non-ATSI",44
"391",2006-09-01,"ACT","Male","Sentenced","ATSI",10
"392",2006-09-01,"ACT","Male","Sentenced","Non-ATSI",90
"393",2006-09-01,"NSW","Female","Remanded","ATSI",53
"394",2006-09-01,"NSW","Female","Remanded","Non-ATSI",149
"395",2006-09-01,"NSW","Female","Sentenced","ATSI",153
"396",2006-09-01,"NSW","Female","Sentenced","Non-ATSI",331
"397",2006-09-01,"NSW","Male","Remanded","ATSI",365
"398",2006-09-01,"NSW","Male","Remanded","Non-ATSI",1666
"399",2006-09-01,"NSW","Male","Sentenced","ATSI",1361
"400",2006-09-01,"NSW","Male","Sentenced","Non-ATSI",5210
"401",2006-09-01,"NT","Female","Remanded","ATSI",10
"402",2006-09-01,"NT","Female","Remanded","Non-ATSI",1
"403",2006-09-01,"NT","Female","Sentenced","ATSI",13
"404",2006-09-01,"NT","Female","Sentenced","Non-ATSI",10
"405",2006-09-01,"NT","Male","Remanded","ATSI",135
"406",2006-09-01,"NT","Male","Remanded","Non-ATSI",23
"407",2006-09-01,"NT","Male","Sentenced","ATSI",481
"408",2006-09-01,"NT","Male","Sentenced","Non-ATSI",101
"409",2006-09-01,"QLD","Female","Remanded","ATSI",24
"410",2006-09-01,"QLD","Female","Remanded","Non-ATSI",65
"411",2006-09-01,"QLD","Female","Sentenced","ATSI",93
"412",2006-09-01,"QLD","Female","Sentenced","Non-ATSI",221
"413",2006-09-01,"QLD","Male","Remanded","ATSI",251
"414",2006-09-01,"QLD","Male","Remanded","Non-ATSI",860
"415",2006-09-01,"QLD","Male","Sentenced","ATSI",1137
"416",2006-09-01,"QLD","Male","Sentenced","Non-ATSI",2930
"417",2006-09-01,"SA","Female","Remanded","ATSI",7
"418",2006-09-01,"SA","Female","Remanded","Non-ATSI",29
"419",2006-09-01,"SA","Female","Sentenced","ATSI",17
"420",2006-09-01,"SA","Female","Sentenced","Non-ATSI",48
"421",2006-09-01,"SA","Male","Remanded","ATSI",103
"422",2006-09-01,"SA","Male","Remanded","Non-ATSI",411
"423",2006-09-01,"SA","Male","Sentenced","ATSI",186
"424",2006-09-01,"SA","Male","Sentenced","Non-ATSI",803
"425",2006-09-01,"TAS","Female","Remanded","ATSI",3
"426",2006-09-01,"TAS","Female","Remanded","Non-ATSI",11
"427",2006-09-01,"TAS","Female","Sentenced","ATSI",4
"428",2006-09-01,"TAS","Female","Sentenced","Non-ATSI",21
"429",2006-09-01,"TAS","Male","Remanded","ATSI",18
"430",2006-09-01,"TAS","Male","Remanded","Non-ATSI",106
"431",2006-09-01,"TAS","Male","Sentenced","ATSI",38
"432",2006-09-01,"TAS","Male","Sentenced","Non-ATSI",341
"433",2006-09-01,"VIC","Female","Remanded","ATSI",3
"434",2006-09-01,"VIC","Female","Remanded","Non-ATSI",45
"435",2006-09-01,"VIC","Female","Sentenced","ATSI",11
"436",2006-09-01,"VIC","Female","Sentenced","Non-ATSI",188
"437",2006-09-01,"VIC","Male","Remanded","ATSI",50
"438",2006-09-01,"VIC","Male","Remanded","Non-ATSI",637
"439",2006-09-01,"VIC","Male","Sentenced","ATSI",156
